texte,categorie,label,type_document,anonymized
"[DONNEES] TEMPLATE DE CERTIFICAT MEDICAL D'APTITUDE
Je soussigné Dr [Nom du médecin] certifie que M./Mme [Nom du patient] ... 
Diagnostic : [________________]
Signature et cachet du médecin :",Publique,C1,Modèle de document vierge,True
"CERTIFICAT MÉDICAL — Je soussigné(e) Dr. [PERSONNE], certifie avoir examiné ce jour M./[PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) et constate un état de santé nécessitant un repos de 15 jours. Établi à Monastir le 12/03/2026. Ce document est couvert par le secret médical. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Certificat médical,True
"Bulletin de salaire de [PERSONNE] pour le mois en cours, [SERVICE] Production. Montant net à payer : 48 000 TND. Document personnel ne pouvant être partagé sans consentement.",Finance,C3,Bulletin de paie,True
"Communiqué de presse du 05/06/2026 : [ORGANISATION] annonce le lancement de sa nouvelle gamme de produits, disponible dès aujourd'hui pour le grand public tunisien.",Publique,C1,Communiqué de presse,True
"[DONNEES] Offre d'emploi ouverte à candidature : poste à pourvoir au sein de l'équipe Support client, annonce publiée sur les plateformes de recrutement tunisiennes.",Publique,C1,Offre d'emploi publiée,True
"Formulaire de souscription assurance vie. Souscripteur : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], [CONTACT]). Bénéficiaire désigné en cas de décès : conjoint(e). Reçu le 22/01/2026.",Personnelles,C3,Demande de souscription contrat,True
Attestation [ORGANISME] — Bénéficiaire : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Numéro d'affiliation : 7866156H/P/M/000. Prise en charge médicale pour fracture du poignet. Document contenant des données de santé protégées. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.,Medicale,C4,Attestation CNAM / mutuelle,True
"Dossier médical confidentiel de [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: +216-73-753-100). Antécédents : grippe saisonnière. Suivi à [PERSONNE] du Lac. Accès strictement restreint au médecin conseil [ORGANISATION]. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Medicale,C4,Dossier médical complet,True
"Contrat de travail établi entre [ORGANISATION] et [PERSONNE], affecté(e) au [SERVICE] Support client à Sfax, prenant effet le 12/03/2026. [IDENTIFIANT] : [IDENTIFIANT]. Ce document engage les deux parties.",RH,C3,Contrat de travail,True
Rémunération globale du dirigeant [PERSONNE] pour l'exercice en cours : 7 800 TND. Cette information est réservée aux membres du conseil d'administration. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.,Finance,C4,Rémunération dirigeant,True
"Contrat de travail établi entre [ORGANISATION] et [PERSONNE], affecté(e) au [SERVICE] R&D à Bizerte, prenant effet le 30/09/2025. [IDENTIFIANT] : [IDENTIFIANT]. Ce document engage les deux parties.",RH,C3,Contrat de travail,True
"[DONNEES] Éléments stratégiques relatifs au rapprochement avec un partenaire industriel, prévu pour le 05/06/2026. Toute fuite d'information avant l'annonce officielle exposerait l'entreprise à un risque financier majeur. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Strategique,C4,Plan de fusion-acquisition,True
"Fiche client [ORGANISATION] : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Bizerte, Tél: +216 96 112 811). Police n° POL-535828. Ce dossier contient des données sensibles assurantielles. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Personnelles,C4,Dossier client (données personnelles),True
"Simulation de tarif pour une assurance auto [ORGANISATION]. Client : [PERSONNE]. Véhicule de tourisme, usage privé. Montant de la cotisation annuelle estimé à 48 000 TND. Valable 30 jours.",Finance,C3,Devis et simulation assurance,True
"[DONNEES] Charte de confidentialité : comment nous traitons vos données personnelles collectées sur notre site web institutionnel. Conformément à la législation en vigueur, vous disposez d'un droit d'accès et de rectification.",Publique,C1,Politique de confidentialité publique,True
"Package de rémunération du comité exécutif, [PERSONNE] inclus, montant total 48 000 TND. Diffusion strictement limitée à la direction générale. Information de niveau hautement confidentiel, soumise au secret professionnel.",Finance,C4,Rémunération dirigeant,True
"Fiche client de [PERSONNE] : coordonnées personnelles, historique d'achats et préférences. [IDENTIFIANT] [IDENTIFIANT], Tél: +216-91-504-612. Données soumises au RGPD et à la loi tunisienne sur la protection des données. Toute copie, impression ou diffusion nécessite une validation préalable.",Personnelles,C4,Dossier client (données personnelles),True
Appel de cotisation pour votre assurance auto n° POL-667985. Assuré : [PERSONNE]. Montant net à payer : 48 000 TND avant le 22/01/2026. Coordonnées bancaires [ORGANISATION] pour virement : [IDENTIFIANT] 33489140269631555800.,Finance,C3,Avis d'échéance et appel de cotisations,True
"[DONNEES] Synthèse de l'échange hebdomadaire de l'équipe Logistique, destinée uniquement aux membres présents et à leur hiérarchie directe.",RH,C2,Compte-rendu de réunion d'équipe,True
"Bonjour à tous, je vous propose de planifier une réunion de travail pour faire le point sur le dossier de l'assurance client de M. [PERSONNE]. Merci de m'indiquer vos disponibilités.",RH,C2,Invitation et planification réunion,True
"[DONNEES] Tout savoir sur l'assurance habitation : garanties obligatoires, franchises et options disponibles pour protéger votre logement et votre famille.",Publique,C1,Guide assurance auto/habitation,True
"Déclaration de sinistre n° SIN-2024951 — Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: +216 91 023 174). Police POL-970753. Montant réclamé : 48 000 TND. Dossier à traiter par le [SERVICE] Sinistres.",Personnelles,C3,Déclaration sinistre assurance,True
"ORDONNANCE — Dr. [PERSONNE], [PERSONNE], [PERSONNE]. Patient : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Prescription médicale pour lombalgie chronique. Document de santé protégé par le secret médical. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Ordonnance médicale,True
"Bonjour à tous, je vous propose de planifier une réunion de travail pour faire le point sur le dossier de l'assurance client de M. [PERSONNE]. Merci de m'indiquer vos disponibilités.",RH,C2,Invitation et planification réunion,True
[DONNEES] Le présent contrat lie l'entreprise à une société concurrente à compter du 05/06/2026. Sa communication est réservée aux signataires et à la direction juridique.,Juridique,C3,Contrat commercial,True
"[DONNEES] Procédure judiciaire en cours concernant un différend avec une société concurrente. Les pièces de ce dossier ne peuvent être communiquées qu'aux avocats mandatés et à la direction générale. Information de niveau hautement confidentiel, soumise au secret professionnel.",Juridique,C4,Litige juridique majeur,True
Rémunération globale du dirigeant [PERSONNE] pour l'exercice en cours : 22 900 TND. Cette information est réservée aux membres du conseil d'administration. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.,Finance,C4,Rémunération dirigeant,True
"Communiqué financier : [ORGANISATION] affiche des résultats solides pour l'exercice écoulé, avec une hausse du chiffre d'affaires global et de nombreux nouveaux contrats signés à Tunis.",Publique,C1,Actualités financières COMAR,True
[DONNEES] Invitation réunion d'équipe : ordre du jour concernant le planning des audits internes et le suivi du dossier client. Rendez-vous dans la salle de conférence.,RH,C2,Invitation et planification réunion,True
"Rapport d'évaluation médicale - Médecin conseil : Dr. [PERSONNE]. Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél : +216-95-300-946). Examen médical du dossier de sinistre SIN-2026657. Conclusion : burn-out professionnel, incapacité de 15 jours à valider. Soumis au secret médical strict. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Medicale,C4,Rapport médical médecin conseil,True
"[DONNEES] Mode opératoire interne applicable au sein de l'équipe Support client, non destiné à être communiqué à des tiers.",RH,C2,Procédure interne,True
"[DONNEES] Découvrez notre engagement en matière de responsabilité sociétale à Sfax, à retrouver sur notre site web ouvert à tous les visiteurs.",Publique,C1,Page site web institutionnel,True
"[DONNEES] Retrouvez notre actualité et nos communiqués officiels sur notre site internet, librement accessibles à tous.",Publique,C1,Communiqué de presse,True
"[DONNEES] TEMPLATE DE CERTIFICAT MEDICAL D'APTITUDE
Je soussigné Dr [Nom du médecin] certifie que M./Mme [Nom du patient] ... 
Diagnostic : [________________]
Signature et cachet du médecin :",Publique,C1,Modèle de document vierge,True
"Arrêt de travail médical — [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], [IDENTIFIANT] 1160536B/A/M/000). Durée : 10 jours à compter du 30/09/2025. Motif : lombalgie chronique. À transmettre uniquement au [SERVICE] RH dans le respect du secret médical. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Arrêt maladie,True
"Rapport d'expertise sinistre pour [PERSONNE], référence SIN-2026114. Coordonnées : +216 99 931 914, Ariana. Document contenant des données personnelles et financières sensibles.",Personnelles,C3,Déclaration sinistre assurance,True
"Rapport d'expertise sinistre pour [PERSONNE], référence SIN-2026189. Coordonnées : +216-56-576-616, Sfax. Document contenant des données personnelles et financières sensibles.",Personnelles,C3,Déclaration sinistre assurance,True
"Rapport d'expertise sinistre pour [PERSONNE], référence SIN-2025645. Coordonnées : +21698156830, Sousse. Document contenant des données personnelles et financières sensibles.",Personnelles,C3,Déclaration sinistre assurance,True
"Accord commercial conclu entre [ORGANISATION] et un groupe international, portant sur une prestation d'un montant de 1 850 TND. Les termes de cet accord ne peuvent être divulgués sans autorisation.",Juridique,C3,Contrat commercial,True
Nous recrutons un(e) chargé(e) de projet pour rejoindre notre [SERVICE] Production à [PERSONNE]. Candidature à envoyer via notre site carrière.,Publique,C1,Offre d'emploi publiée,True
"Fiche client de [PERSONNE] : coordonnées personnelles, historique d'achats et préférences. [IDENTIFIANT] [IDENTIFIANT], Tél: +216-77-808-146. Données soumises au RGPD et à la loi tunisienne sur la protection des données. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Personnelles,C4,Dossier client (données personnelles),True
"Scénario de restructuration stratégique concernant le [SERVICE] Souscription. Ces éléments sont classés au plus haut niveau de sensibilité et leur divulgation prématurée est interdite. Toute copie, impression ou diffusion nécessite une validation préalable.",Strategique,C4,Plan de restructuration,True
"Certificat médical délivré par [PERSONNE] concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Diagnostic : lombalgie chronique. Durée d'incapacité : 3 jours. Document strictement confidentiel, réservé au médecin conseil [ORGANISATION] et au [SERVICE] RH. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Certificat médical,True
Facture n° 2026-12/03/2026 émise au nom de [PERSONNE] pour un montant de 22 900 TND. Coordonnées de paiement : [IDENTIFIANT] TN593607408912059944769.,Finance,C3,Facture client,True
"Fiche client [ORGANISATION] : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Ariana, Tél: (+216) 78.902.475). Police n° POL-375457. Ce dossier contient des données sensibles assurantielles. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Personnelles,C4,Dossier client (données personnelles),True
"[DONNEES] Retrouvez notre actualité et nos communiqués officiels sur notre site internet, librement accessibles à tous.",Publique,C1,Communiqué de presse,True
"Compte-rendu médical concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]), établi le 30/09/2025 par Dr. [PERSONNE]. Ce document relève du secret médical et ne peut être consulté que par le personnel de santé autorisé. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Medicale,C4,Dossier médical complet,True
"[DONNEES] Mode opératoire interne applicable au sein de l'équipe Achats, non destiné à être communiqué à des tiers.",RH,C2,Procédure interne,True
"[DONNEES] Projet d'acquisition en cours de négociation avec un groupe international, montant envisagé 7 800 TND. Ce dossier ne doit être consulté que par les membres du comité exécutif jusqu'à son annonce officielle. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Strategique,C4,Plan de fusion-acquisition,True
"[DONNEES] Synthèse de l'échange hebdomadaire de l'équipe Achats, destinée uniquement aux membres présents et à leur hiérarchie directe.",RH,C2,Compte-rendu de réunion d'équipe,True
"Compte-rendu médical concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]), établi le 30/09/2025 par Dr. [PERSONNE]. Ce document relève du secret médical et ne peut être consulté que par le personnel de santé autorisé. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Dossier médical complet,True
[DONNEES] À l'attention de l'équipe Souscription : merci de prendre connaissance des nouveaux horaires applicables à partir du 22/01/2026. Diffusion limitée aux collaborateurs.,RH,C2,Note de service,True
"ORDONNANCE — Dr. [PERSONNE], Centre médical [ORGANISATION], Sfax. Patient : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Prescription médicale pour hypertension artérielle. Document de santé protégé par le secret médical. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Ordonnance médicale,True
[DONNEES] Petit rappel à toute l'équipe Logistique : la salle de réunion B sera indisponible le 12/03/2026 pour travaux.,RH,C2,Note de service,True
"Enregistrement des coordonnées bancaires du client [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) : [IDENTIFIANT] TN596304737283009306338, [IDENTIFIANT] 61602227421782771050. Ces informations financières ne doivent en aucun cas être communiquées à un tiers non autorisé. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Finance,C4,Coordonnées bancaires client,True
Le présent contrat fixe les conditions d'emploi de [PERSONNE] au sein du [SERVICE] Marketing. Sa diffusion est strictement réservée aux ressources humaines et à l'intéressé(e).,RH,C3,Contrat de travail,True
"[DONNEES] Offre d'emploi ouverte à candidature : poste à pourvoir au sein de l'équipe Sinistres, annonce publiée sur les plateformes de recrutement tunisiennes.",Publique,C1,Offre d'emploi publiée,True
Politique de confidentialité et cookies de [ORGANISATION]. Nous attachons une grande importance à la protection de vos données personnelles et au respect du RGPD.,Publique,C1,Politique de confidentialité publique,True
Police d'assurance habitation n° POL-207441 - Conditions particulières. Assuré : [PERSONNE] (Ariana). Franchise générale de 12 500 TND par sinistre. Document contractuel confidentiel.,Personnelles,C3,Conditions particulières de police,True
"Compte-rendu médical concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]), établi le 30/09/2025 par Dr. [PERSONNE]. Ce document relève du secret médical et ne peut être consulté que par le personnel de santé autorisé. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Dossier médical complet,True
"Enregistrement des coordonnées bancaires du client [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) : [IDENTIFIANT] TN590302871718560671489, [IDENTIFIANT] 81532010735583106212. Ces informations financières ne doivent en aucun cas être communiquées à un tiers non autorisé. Toute copie, impression ou diffusion nécessite une validation préalable.",Finance,C4,Coordonnées bancaires client,True
Nous recrutons un(e) chargé(e) de projet pour rejoindre notre [SERVICE] Marketing à Gabès. Candidature à envoyer via notre site carrière.,Publique,C1,Offre d'emploi publiée,True
"MODÈLE DE FICHE CLIENT VIERGE - [ORGANISATION] ASSURANCES
Nom de l'assuré : [Insérer Nom]
[IDENTIFIANT] : [__ __ __ __ __ __ __ __]
Téléphone : [Insérer Numéro]
Adresse : [Insérer Ville]
[IDENTIFIANT] : POL-xxxxxx
[IDENTIFIANT] : SIN-xxxxxxx",Publique,C1,Modèle de document vierge,True
[DONNEES] À l'attention de l'équipe Achats : merci de prendre connaissance des nouveaux horaires applicables à partir du 22/01/2026. Diffusion limitée aux collaborateurs.,RH,C2,Note de service,True
[DONNEES] Petit rappel à toute l'équipe Marketing : la salle de réunion B sera indisponible le 18/11/2026 pour travaux.,RH,C2,Note de service,True
Avis d'échéance [ORGANISATION]. Client : [PERSONNE]. Police n° POL-507135. Cotisation due pour la période du 30/09/2025 : 150 000 TND. À régler par prélèvement sur votre compte [IDENTIFIANT] TN593404405572477213963.,Finance,C3,Avis d'échéance et appel de cotisations,True
"Compte-rendu médical concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]), établi le 18/11/2026 par Dr. [PERSONNE]. Ce document relève du secret médical et ne peut être consulté que par le personnel de santé autorisé. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Dossier médical complet,True
"Relevé de facturation du client [PERSONNE], montant total 7 800 TND, à traiter exclusivement par le [SERVICE] comptabilité.",Finance,C3,Facture client,True
"Fiche client [ORGANISATION] : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Sfax, Tél: +216-95-247-922). Police n° POL-742223. Ce dossier contient des données sensibles assurantielles. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Personnelles,C4,Dossier client (données personnelles),True
"[DONNEES] Synthèse de l'échange hebdomadaire de l'équipe Logistique, destinée uniquement aux membres présents et à leur hiérarchie directe.",RH,C2,Compte-rendu de réunion d'équipe,True
Devis d'assurance habitation n° POL-658743 établi pour [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Cotisation annuelle : 48 000 TND pour une couverture multirisque à Sfax.,Finance,C3,Devis et simulation assurance,True
"Mise à jour du moyen de paiement de [PERSONNE] : nouvel [IDENTIFIANT] TN592701776746620356609 enregistré dans le système, accès limité au [SERVICE] Finance. Toute copie, impression ou diffusion nécessite une validation préalable.",Finance,C4,Coordonnées bancaires client,True
"[DONNEES] Offre d'emploi ouverte à candidature : poste à pourvoir au sein de l'équipe Logistique, annonce publiée sur les plateformes de recrutement tunisiennes.",Publique,C1,Offre d'emploi publiée,True
"MODÈLE DE FICHE CLIENT VIERGE - [ORGANISATION] ASSURANCES
Nom de l'assuré : [Insérer Nom]
[IDENTIFIANT] : [__ __ __ __ __ __ __ __]
Téléphone : [Insérer Numéro]
Adresse : [Insérer Ville]
[IDENTIFIANT] : POL-xxxxxx
[IDENTIFIANT] : SIN-xxxxxxx",Publique,C1,Modèle de document vierge,True
"[DONNEES] Mode opératoire interne applicable au sein de l'équipe Achats, non destiné à être communiqué à des tiers.",RH,C2,Procédure interne,True
"Accord commercial conclu entre [ORGANISATION] et un partenaire industriel, portant sur une prestation d'un montant de 22 900 TND. Les termes de cet accord ne peuvent être divulgués sans autorisation.",Juridique,C3,Contrat commercial,True
"[DONNEES] Procédure judiciaire en cours concernant un différend avec un partenaire industriel. Les pièces de ce dossier ne peuvent être communiquées qu'aux avocats mandatés et à la direction générale. Toute copie, impression ou diffusion nécessite une validation préalable.",Juridique,C4,Litige juridique majeur,True
"ORDONNANCE — Dr. [PERSONNE], [PERSONNE] du Lac, [PERSONNE]. Patient : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Prescription médicale pour lombalgie chronique. Document de santé protégé par le secret médical. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Ordonnance médicale,True
"[DONNEES] Procédure judiciaire en cours concernant un différend avec un groupe international. Les pièces de ce dossier ne peuvent être communiquées qu'aux avocats mandatés et à la direction générale. Information de niveau hautement confidentiel, soumise au secret professionnel.",Juridique,C4,Litige juridique majeur,True
Facture n° 2026-12/03/2026 émise au nom de [PERSONNE] pour un montant de 48 000 TND. Coordonnées de paiement : [IDENTIFIANT] TN591704420540515567409.,Finance,C3,Facture client,True
"[DONNEES] Tout savoir sur l'assurance habitation : garanties obligatoires, franchises et options disponibles pour protéger votre logement et votre famille.",Publique,C1,Guide assurance auto/habitation,True
"Dossier de suivi du client [PERSONNE], incluant ses informations de contact (Mobile: +216 78 916 171, Fixe: [IDENTIFIANT]). Accès réservé aux collaborateurs habilités du [SERVICE] Marketing. Toute copie, impression ou diffusion nécessite une validation préalable.",Personnelles,C4,Dossier client (données personnelles),True
Note interne du 12/03/2026 concernant l'organisation du [SERVICE] Logistique pour le trimestre à venir. Ne pas transmettre en dehors de l'entreprise.,RH,C2,Note de service,True
"Plan de réorganisation du [SERVICE] Logistique, prévu pour le 30/09/2025, impliquant une révision des effectifs. Document réservé au comité de direction. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Strategique,C4,Plan de restructuration,True
Organisation des congés et astreintes du [SERVICE] R&D jusqu'au 12/03/2026.,RH,C2,Planning d'équipe,True
"Fiche de prélèvement bancaire [ORGANISATION] : [PERSONNE], [IDENTIFIANT] TN594907768979903238481, [IDENTIFIANT] [IDENTIFIANT], Tél: +216 76 264 377. Toute copie, impression ou diffusion nécessite une validation préalable.",Finance,C4,Coordonnées bancaires client,True
[DONNEES] L'entreprise a le plaisir d'informer l'ensemble de ses parties prenantes et du public du succès de son événement annuel organisé à Sfax le 12/03/2026.,Publique,C1,Communiqué de presse,True
"Communiqué financier : [ORGANISATION] affiche des résultats solides pour l'exercice écoulé, avec une hausse du chiffre d'affaires global et de nombreux nouveaux contrats signés à Tunis.",Publique,C1,Actualités financières COMAR,True
"Rapport d'évaluation médicale - Médecin conseil : Dr. [PERSONNE]. Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], [CONTACT]). Examen médical du dossier de sinistre SIN-2026565. Conclusion : hypertension artérielle, incapacité de 15 jours à valider. Soumis au secret médical strict. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Rapport médical médecin conseil,True
Avis d'échéance [ORGANISATION]. Client : [PERSONNE]. Police n° POL-663977. Cotisation due pour la période du 18/11/2026 : 7 800 TND. À régler par prélèvement sur votre compte [IDENTIFIANT] TN599401525838516357811.,Finance,C3,Avis d'échéance et appel de cotisations,True
"[DONNEES] Découvrez notre engagement en matière de responsabilité sociétale à Nabeul, à retrouver sur notre site web ouvert à tous les visiteurs.",Publique,C1,Page site web institutionnel,True
Devis d'assurance habitation n° POL-136109 établi pour [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Cotisation annuelle : 3 200 TND pour une couverture multirisque à Sfax.,Finance,C3,Devis et simulation assurance,True
"Relevé de remboursement [ORGANISME] pour [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Montant remboursé : 3 200 TND. Acte médical : fracture du poignet. Données de santé couvertes par le secret médical. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Attestation CNAM / mutuelle,True
"Fiche client [ORGANISATION] : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Gabès, Tél: +216-91-810-881). Police n° POL-202670. Ce dossier contient des données sensibles assurantielles. Toute copie, impression ou diffusion nécessite une validation préalable.",Personnelles,C4,Dossier client (données personnelles),True
[DONNEES] Le présent contrat lie l'entreprise à un groupe international à compter du 30/09/2025. Sa communication est réservée aux signataires et à la direction juridique.,Juridique,C3,Contrat commercial,True
"Arrêt de travail médical — [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], [IDENTIFIANT] 7332874P/P/N/000). Durée : 15 jours à compter du 18/11/2026. Motif : fracture du poignet. À transmettre uniquement au [SERVICE] RH dans le respect du secret médical. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Arrêt maladie,True
"[DONNEES] Tout savoir sur l'assurance habitation : garanties obligatoires, franchises et options disponibles pour protéger votre logement et votre famille.",Publique,C1,Guide assurance auto/habitation,True
Relevé de remboursement [ORGANISME] pour [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Montant remboursé : 3 200 TND. Acte médical : hypertension artérielle. Données de santé couvertes par le secret médical. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.,Medicale,C4,Attestation CNAM / mutuelle,True
"Procédure de fonctionnement du [SERVICE] Souscription : étapes à suivre pour le traitement des demandes courantes, réservée au personnel de l'entreprise.",RH,C2,Procédure interne,True
"Communiqué de presse du 22/01/2026 : [ORGANISATION] annonce le lancement de sa nouvelle gamme de produits, disponible dès aujourd'hui pour le grand public tunisien.",Publique,C1,Communiqué de presse,True
"[DONNEES] Charte de confidentialité : comment nous traitons vos données personnelles collectées sur notre site web institutionnel. Conformément à la législation en vigueur, vous disposez d'un droit d'accès et de rectification.",Publique,C1,Politique de confidentialité publique,True
"Fiche client de [PERSONNE] : coordonnées personnelles, historique d'achats et préférences. [IDENTIFIANT] [IDENTIFIANT], Tél: +216 96 113 808. Données soumises au RGPD et à la loi tunisienne sur la protection des données. Information de niveau hautement confidentiel, soumise au secret professionnel.",Personnelles,C4,Dossier client (données personnelles),True
"[DONNEES] Retrouvez notre actualité et nos communiqués officiels sur notre site internet, librement accessibles à tous.",Publique,C1,Communiqué de presse,True
"Rapport d'évaluation médicale - Médecin conseil : Dr. [PERSONNE]. Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], [CONTACT]). Examen médical du dossier de sinistre SIN-2026672. Conclusion : lombalgie chronique, incapacité de 5 jours à valider. Soumis au secret médical strict. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Rapport médical médecin conseil,True
"Certificat d'arrêt de travail de [PERSONNE], établi par Dr. [PERSONNE] le 22/01/2026. Incapacité temporaire de 10 jours. Document couvert par le secret médical, accès restreint au médecin du travail [ORGANISATION]. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Arrêt maladie,True
"Dossier de suivi du client [PERSONNE], incluant ses informations de contact (Mobile: +216-77-638-003, Fixe: [IDENTIFIANT]). Accès réservé aux collaborateurs habilités du [SERVICE] Souscription. Toute copie, impression ou diffusion nécessite une validation préalable.",Personnelles,C4,Dossier client (données personnelles),True
"Plan de réorganisation du [SERVICE] Achats, prévu pour le 18/11/2026, impliquant une révision des effectifs. Document réservé au comité de direction. Toute copie, impression ou diffusion nécessite une validation préalable.",Strategique,C4,Plan de restructuration,True
"[DONNEES] Projet d'acquisition en cours de négociation avec un groupe international, montant envisagé 48 000 TND. Ce dossier ne doit être consulté que par les membres du comité exécutif jusqu'à son annonce officielle. Information de niveau hautement confidentiel, soumise au secret professionnel.",Strategique,C4,Plan de fusion-acquisition,True
"Accord commercial conclu entre [ORGANISATION] et un groupe international, portant sur une prestation d'un montant de 3 200 TND. Les termes de cet accord ne peuvent être divulgués sans autorisation.",Juridique,C3,Contrat commercial,True
"Compte-rendu médical concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]), établi le 12/03/2026 par Dr. [PERSONNE]. Ce document relève du secret médical et ne peut être consulté que par le personnel de santé autorisé. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Dossier médical complet,True
"Dossier de contentieux opposant [ORGANISATION] à un partenaire industriel, enjeu financier estimé à 3 200 TND. Ce dossier est couvert par le secret professionnel. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Juridique,C4,Litige juridique majeur,True
"Récapitulatif de rémunération de [PERSONNE] : 48 000 TND, à conserver dans le dossier du salarié, accès restreint au [SERVICE] RH.",Finance,C3,Bulletin de paie,True
"Demande d'adhésion au contrat d'assurance groupe [ORGANISATION]. Adhérent : [PERSONNE], résidant à [PERSONNE]. [IDENTIFIANT] : [IDENTIFIANT], [CONTACT]. Signature requise pour finaliser la souscription.",Personnelles,C3,Demande de souscription contrat,True
"Rapport d'expertise médicale confidentiel rédigé par Dr. [PERSONNE], médecin conseil de [ORGANISATION]. Suite à l'examen de l'assuré [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) après son accident du 30/09/2025. Diagnostic : grippe saisonnière entraînant une incapacité permanente partielle. Destiné exclusivement au [SERVICE] médical. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Rapport médical médecin conseil,True
[DONNEES] Guide de santé publique : comment prévenir les maladies saisonnières. Des conseils simples pour renforcer votre système immunitaire cet hiver.,Publique,C1,Conseils prévention et santé,True
"Attestation médicale — Patient : [PERSONNE], [IDENTIFIANT] [IDENTIFIANT], Tél: +216 56 028 028. Consultation du 30/09/2025 à Centre médical [ORGANISATION]. Motif : grippe saisonnière. Ne pas diffuser en dehors du circuit médical autorisé. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Certificat médical,True
"Accord commercial conclu entre [ORGANISATION] et un fonds d'investissement, portant sur une prestation d'un montant de 1 850 TND. Les termes de cet accord ne peuvent être divulgués sans autorisation.",Juridique,C3,Contrat commercial,True
"[ORGANISATION] annonce des performances financières stables pour ce semestre, consolidant sa position de leader sur le marché tunisien avec un montant net d'investissements record.",Publique,C1,Actualités financières COMAR,True
